"ITAG","logFC","logCPM","LR","PValue","FDR","SGN_annotation","AGI","symbol","gene_name","X..identity","alignment.length","e.value","bit.score","percent.query.align"
"Solyc00g009090",-0.893725056560391,4.55939786988891,11.6766058730907,0.000632908882660513,0.0156016780466323,"Receptor like kinase, RLK","AT1G34110",NA,"leucine-rich repeat transmembrane protein kinase, putative; similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT3G24240.1); similar to leucine-rich repeat transmembrane protein kinase, putative [Arabidopsis thaliana] (TAIR:AT5G48940.1); similar to ATP binding / protein serine/threonine kinase [Arabidopsis thaliana] (TAIR:AT5G56040.2); similar to putative Receptor-like protein kinase precursor [Oryza sativa (japonica cultivar-group)] (GB:BAD46328.1); similar to receptor protein kinase [Pinus sylvestris] (GB:CAC20842.1); similar to CLAVATA-like kinase [Triticum aestivum] (GB:CAJ19346.1); contains InterPro domain Serine/threonine protein kinase; (InterPro:IPR002290); contains InterPro domain Leucine-rich repeat; (InterPro:IPR001611); contains InterPro domain Leucine-rich repeat, typical subtype; (InterPro:IPR003591); contains InterPro domain Protein kinase; (InterPro:IPR000719); contains InterPro domain Leucine-rich repeat, plant specific; (InterPro:IPR007090); contains InterPro domain Serine/threonine protein kinase, active site; (InterPro:IPR008271); contains InterPro domain Leucine rich repeat, N-terminal; (InterPro:IPR013210)",73.97,1064,0,1330,96.41873278
"Solyc00g030215",1.23169226833467,3.05085482580542,10.2186525453832,0.00139027385754932,0.0264135719874068,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solyc00g072100",1.60048895313511,2.79295995854627,16.9071549763892,3.92533432037769e-05,0.00252670603062551,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solyc00g075035",4.51174680234296,2.52625246401361,31.8730982233465,1.64580832874469e-08,1.28819042979851e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solyc00g156980",-0.815687416528349,3.41246464819725,9.19036817327606,0.00243291948656459,0.037677336072227,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solyc00g322635",2.88076334880643,3.31534348035451,12.2217021433532,0.000472368156474776,0.012953850713853,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solyc01g005000",3.2450989792244,1.77330229096956,43.1926709131201,4.96061504578054e-11,6.52990561551321e-07,"Glutamate decarboxylase (AHRD V1 ***- Q1I1D8_CITSI); contains Interpro domain(s)  IPR010107  Glutamate decarboxylase ","AT2G02010","GAD4","glutamate decarboxylase, putative; similar to GAD (Glutamate decarboxylase 1), calmodulin binding [Arabidopsis thaliana] (TAIR:AT5G17330.1); similar to glutamate decarboxylase, putative [Arabidopsis thaliana] (TAIR:AT3G17760.1); similar to glutamate decarboxylase, putative [Arabidopsis thaliana] (TAIR:AT2G02000.1); similar to glutamate decarboxylase 4b [Brassica juncea] (GB:AAS79671.1); similar to glutamate decarboxylase 4a [Brassica juncea] (GB:AAS79670.1); similar to glutamate decarboxylase isozyme 1 [Nicotiana tabacum] (GB:AAC24195.1); contains InterPro domain Glutamate decarboxylase; (InterPro:IPR010107); contains InterPro domain Pyridoxal-dependent decarboxylase; (InterPro:IPR002129)",82.42,495,0,816,99.58762887
"Solyc01g005010",0.930871648049688,3.44398428286583,8.88669482785624,0.00287256265929362,0.0416671940116931,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solyc01g005030",0.698114572519623,4.52369209416745,14.3082589307956,0.000155182537975552,0.00634392962310925,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Solyc01g005060",1.87620516545565,3.3378693696378,26.4401822141468,2.71826554285898e-07,8.83503419096895e-05,"Zinc finger protein (AHRD V1 *-*- Q764N7_MALDO); contains Interpro domain(s)  IPR007087  Zinc finger, C2H2-type ","AT2G01940","ATIDD15","May be involved in an early event in shoot gravitropism such as gravity perception and/or a signaling process subsequent to amyloplast sedimentation as a putative transcription factor in gravity-perceptive cells.",55.61,374,4e-109,391,88.52941176
